College Name|Branch|Category|Gender|Cutoff Rank
Vasavi College of Engineering, Hyderabad|CIVIL|BC-C|F|15936
Vasavi College of Engineering, Hyderabad|CIVIL|BC-D|M|8288
Vasavi College of Engineering, Hyderabad|CIVIL|BC-D|F|9327
Vasavi College of Engineering, Hyderabad|CIVIL|SC|M|11850
Vasavi College of Engineering, Hyderabad|CIVIL|SC|F|15506
Vasavi College of Engineering, Hyderabad|CIVIL|ST|M|10312
Vasavi College of Engineering, Hyderabad|CIVIL|ST|F|8331
Vasavi College of Engineering, Hyderabad|CIVIL|EWS|M|12762
Vasavi College of Engineering, Hyderabad|CIVIL|EWS|F|15068
Vasavi College of Engineering, Hyderabad|DS|OC|M|4907
Vasavi College of Engineering, Hyderabad|DS|OC|F|8311
Vasavi College of Engineering, Hyderabad|DS|BC-A|M|11581
Vasavi College of Engineering, Hyderabad|DS|BC-A|F|6944
Vasavi College of Engineering, Hyderabad|DS|BC-B|M|7123
Vasavi College of Engineering, Hyderabad|DS|BC-B|F|4905
Vasavi College of Engineering, Hyderabad|DS|BC-C|M|8125
Vasavi College of Engineering, Hyderabad|DS|BC-C|F|12852
Vasavi College of Engineering, Hyderabad|DS|BC-D|M|4671
Vasavi College of Engineering, Hyderabad|DS|BC-D|F|6383
Vasavi College of Engineering, Hyderabad|DS|SC|M|9492
Vasavi College of Engineering, Hyderabad|DS|SC|F|9620
Vasavi College of Engineering, Hyderabad|DS|ST|M|11231
Vasavi College of Engineering, Hyderabad|DS|ST|F|10995
Vasavi College of Engineering, Hyderabad|DS|EWS|M|7497
Vasavi College of Engineering, Hyderabad|DS|EWS|F|8737
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|OC|M|2445
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|OC|F|7230
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|BC-A|M|6496
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|BC-A|F|4529
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|BC-B|M|8577
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|BC-B|F|8568
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|BC-C|M|9528
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|BC-C|F|2138
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|BC-D|M|7238
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|BC-D|F|2890
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|SC|M|11341
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|SC|F|6671
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|ST|M|10742
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|ST|F|1629
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|EWS|M|7034
Mahatma Gandhi Institute of Technology, Hyderabad|CSE|EWS|F|2063
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|OC|M|5161
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|OC|F|4379
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|BC-A|M|9596
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|BC-A|F|4338
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|BC-B|M|8781
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|BC-B|F|10559
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|BC-C|M|5735
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|BC-C|F|9809
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|BC-D|M|6882
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|BC-D|F|7440
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|SC|M|6506
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|SC|F|11275
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|ST|M|9696
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|ST|F|4631
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|EWS|M|8312
Mahatma Gandhi Institute of Technology, Hyderabad|ECE|EWS|F|12708
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|OC|M|11052
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|OC|F|10227
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|BC-A|M|8334
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|BC-A|F|4960
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|BC-B|M|7525
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|BC-B|F|4685
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|BC-C|M|4752
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|BC-C|F|13622
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|BC-D|M|10944
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|BC-D|F|12574
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|SC|M|9378
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|SC|F|13303
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|ST|M|9544
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|ST|F|11755
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|EWS|M|9318
Mahatma Gandhi Institute of Technology, Hyderabad|EEE|EWS|F|9159
Mahatma Gandhi Institute of Technology, Hyderabad|IT|OC|M|5497
Mahatma Gandhi Institute of Technology, Hyderabad|IT|OC|F|11083
Mahatma Gandhi Institute of Technology, Hyderabad|IT|BC-A|M|4160
Mahatma Gandhi Institute of Technology, Hyderabad|IT|BC-A|F|12187
Mahatma Gandhi Institute of Technology, Hyderabad|IT|BC-B|M|11663
Mahatma Gandhi Institute of Technology, Hyderabad|IT|BC-B|F|12132
Mahatma Gandhi Institute of Technology, Hyderabad|IT|BC-C|M|9729
Mahatma Gandhi Institute of Technology, Hyderabad|IT|BC-C|F|9199
Mahatma Gandhi Institute of Technology, Hyderabad|IT|BC-D|M|3145
Mahatma Gandhi Institute of Technology, Hyderabad|IT|BC-D|F|4464
Mahatma Gandhi Institute of Technology, Hyderabad|IT|SC|M|4747
Mahatma Gandhi Institute of Technology, Hyderabad|IT|SC|F|5547
Mahatma Gandhi Institute of Technology, Hyderabad|IT|ST|M|9709
Mahatma Gandhi Institute of Technology, Hyderabad|IT|ST|F|4207
Mahatma Gandhi Institute of Technology, Hyderabad|IT|EWS|M|4399
Mahatma Gandhi Institute of Technology, Hyderabad|IT|EWS|F|9626
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|OC|M|8424
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|OC|F|9233
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|BC-A|M|14154
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|BC-A|F|13925
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|BC-B|M|14006
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|BC-B|F|12621
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|BC-C|M|11226
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|BC-C|F|16174
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|BC-D|M|10478
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|BC-D|F|16466
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|SC|M|10438
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|SC|F|9226
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|ST|M|9680
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|ST|F|8653
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|EWS|M|9615
Mahatma Gandhi Institute of Technology, Hyderabad|MECH|EWS|F|9287
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|OC|M|8892
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|OC|F|12250
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|BC-A|M|9131
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|BC-A|F|16142
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|BC-B|M|15303
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|BC-B|F|13516
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|BC-C|M|15645
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|BC-C|F|9890
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|BC-D|M|14099
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|BC-D|F|10694
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|SC|M|15105
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|SC|F|17876
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|ST|M|14450
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|ST|F|9588
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|EWS|M|16985
Mahatma Gandhi Institute of Technology, Hyderabad|CIVIL|EWS|F|15953
Mahatma Gandhi Institute of Technology, Hyderabad|DS|OC|M|7737
Mahatma Gandhi Institute of Technology, Hyderabad|DS|OC|F|7044
Mahatma Gandhi Institute of Technology, Hyderabad|DS|BC-A|M|13139
Mahatma Gandhi Institute of Technology, Hyderabad|DS|BC-A|F|7233
Mahatma Gandhi Institute of Technology, Hyderabad|DS|BC-B|M|4830
Mahatma Gandhi Institute of Technology, Hyderabad|DS|BC-B|F|7849
Mahatma Gandhi Institute of Technology, Hyderabad|DS|BC-C|M|11977
Mahatma Gandhi Institute of Technology, Hyderabad|DS|BC-C|F|5647
Mahatma Gandhi Institute of Technology, Hyderabad|DS|BC-D|M|10228
Mahatma Gandhi Institute of Technology, Hyderabad|DS|BC-D|F|12410
Mahatma Gandhi Institute of Technology, Hyderabad|DS|SC|M|10211
Mahatma Gandhi Institute of Technology, Hyderabad|DS|SC|F|7843
Mahatma Gandhi Institute of Technology, Hyderabad|DS|ST|M|11673
Mahatma Gandhi Institute of Technology, Hyderabad|DS|ST|F|12008
Mahatma Gandhi Institute of Technology, Hyderabad|DS|EWS|M|4724
Mahatma Gandhi Institute of Technology, Hyderabad|DS|EWS|F|13124
CVR College of Engineering, Hyderabad|CSE|OC|M|5399
CVR College of Engineering, Hyderabad|CSE|OC|F|6790
CVR College of Engineering, Hyderabad|CSE|BC-A|M|4350
CVR College of Engineering, Hyderabad|CSE|BC-A|F|2185
CVR College of Engineering, Hyderabad|CSE|BC-B|M|6284
CVR College of Engineering, Hyderabad|CSE|BC-B|F|3339
CVR College of Engineering, Hyderabad|CSE|BC-C|M|7749
CVR College of Engineering, Hyderabad|CSE|BC-C|F|6376
CVR College of Engineering, Hyderabad|CSE|BC-D|M|8760
CVR College of Engineering, Hyderabad|CSE|BC-D|F|5457
CVR College of Engineering, Hyderabad|CSE|SC|M|11228
CVR College of Engineering, Hyderabad|CSE|SC|F|8424
CVR College of Engineering, Hyderabad|CSE|ST|M|1777
CVR College of Engineering, Hyderabad|CSE|ST|F|3853
CVR College of Engineering, Hyderabad|CSE|EWS|M|9088
CVR College of Engineering, Hyderabad|CSE|EWS|F|10121
CVR College of Engineering, Hyderabad|ECE|OC|M|9541
CVR College of Engineering, Hyderabad|ECE|OC|F|5480
CVR College of Engineering, Hyderabad|ECE|BC-A|M|10280
CVR College of Engineering, Hyderabad|ECE|BC-A|F|3454
CVR College of Engineering, Hyderabad|ECE|BC-B|M|11185
CVR College of Engineering, Hyderabad|ECE|BC-B|F|4984
CVR College of Engineering, Hyderabad|ECE|BC-C|M|5274
CVR College of Engineering, Hyderabad|ECE|BC-C|F|8739
CVR College of Engineering, Hyderabad|ECE|BC-D|M|9898
CVR College of Engineering, Hyderabad|ECE|BC-D|F|11073
CVR College of Engineering, Hyderabad|ECE|SC|M|11609
CVR College of Engineering, Hyderabad|ECE|SC|F|6655
CVR College of Engineering, Hyderabad|ECE|ST|M|4727
CVR College of Engineering, Hyderabad|ECE|ST|F|4715
CVR College of Engineering, Hyderabad|ECE|EWS|M|12082
CVR College of Engineering, Hyderabad|ECE|EWS|F|12452
CVR College of Engineering, Hyderabad|EEE|OC|M|13892
CVR College of Engineering, Hyderabad|EEE|OC|F|9283
CVR College of Engineering, Hyderabad|EEE|BC-A|M|14421
CVR College of Engineering, Hyderabad|EEE|BC-A|F|5081
CVR College of Engineering, Hyderabad|EEE|BC-B|M|13967
CVR College of Engineering, Hyderabad|EEE|BC-B|F|5243
CVR College of Engineering, Hyderabad|EEE|BC-C|M|8681
CVR College of Engineering, Hyderabad|EEE|BC-C|F|14076
CVR College of Engineering, Hyderabad|EEE|BC-D|M|5104
CVR College of Engineering, Hyderabad|EEE|BC-D|F|6448
CVR College of Engineering, Hyderabad|EEE|SC|M|10496
CVR College of Engineering, Hyderabad|EEE|SC|F|5652
CVR College of Engineering, Hyderabad|EEE|ST|M|11110
CVR College of Engineering, Hyderabad|EEE|ST|F|6770
CVR College of Engineering, Hyderabad|EEE|EWS|M|7838
CVR College of Engineering, Hyderabad|EEE|EWS|F|11370
CVR College of Engineering, Hyderabad|IT|OC|M|9233
CVR College of Engineering, Hyderabad|IT|OC|F|9490
CVR College of Engineering, Hyderabad|IT|BC-A|M|6629
CVR College of Engineering, Hyderabad|IT|BC-A|F|8540
CVR College of Engineering, Hyderabad|IT|BC-B|M|3643
CVR College of Engineering, Hyderabad|IT|BC-B|F|9978
CVR College of Engineering, Hyderabad|IT|BC-C|M|12432
CVR College of Engineering, Hyderabad|IT|BC-C|F|5186
CVR College of Engineering, Hyderabad|IT|BC-D|M|9026
CVR College of Engineering, Hyderabad|IT|BC-D|F|5083
CVR College of Engineering, Hyderabad|IT|SC|M|10376
CVR College of Engineering, Hyderabad|IT|SC|F|11920
CVR College of Engineering, Hyderabad|IT|ST|M|7132
CVR College of Engineering, Hyderabad|IT|ST|F|6793
CVR College of Engineering, Hyderabad|IT|EWS|M|9722
CVR College of Engineering, Hyderabad|IT|EWS|F|3151
CVR College of Engineering, Hyderabad|MECH|OC|M|16675
CVR College of Engineering, Hyderabad|MECH|OC|F|12749
CVR College of Engineering, Hyderabad|MECH|BC-A|M|8148
CVR College of Engineering, Hyderabad|MECH|BC-A|F|15976
CVR College of Engineering, Hyderabad|MECH|BC-B|M|9058
CVR College of Engineering, Hyderabad|MECH|BC-B|F|12327
CVR College of Engineering, Hyderabad|MECH|BC-C|M|8375
CVR College of Engineering, Hyderabad|MECH|BC-C|F|15903
CVR College of Engineering, Hyderabad|MECH|BC-D|M|7485
CVR College of Engineering, Hyderabad|MECH|BC-D|F|8518
CVR College of Engineering, Hyderabad|MECH|SC|M|11516
CVR College of Engineering, Hyderabad|MECH|SC|F|11449
CVR College of Engineering, Hyderabad|MECH|ST|M|11235
CVR College of Engineering, Hyderabad|MECH|ST|F|11132
CVR College of Engineering, Hyderabad|MECH|EWS|M|11293
CVR College of Engineering, Hyderabad|MECH|EWS|F|9771
CVR College of Engineering, Hyderabad|CIVIL|OC|M|10542
CVR College of Engineering, Hyderabad|CIVIL|OC|F|16027
CVR College of Engineering, Hyderabad|CIVIL|BC-A|M|15089
CVR College of Engineering, Hyderabad|CIVIL|BC-A|F|9033
CVR College of Engineering, Hyderabad|CIVIL|BC-B|M|14198
CVR College of Engineering, Hyderabad|CIVIL|BC-B|F|17274
CVR College of Engineering, Hyderabad|CIVIL|BC-C|M|12052
CVR College of Engineering, Hyderabad|CIVIL|BC-C|F|9002
CVR College of Engineering, Hyderabad|CIVIL|BC-D|M|8736
CVR College of Engineering, Hyderabad|CIVIL|BC-D|F|16095
CVR College of Engineering, Hyderabad|CIVIL|SC|M|11553
CVR College of Engineering, Hyderabad|CIVIL|SC|F|14553
CVR College of Engineering, Hyderabad|CIVIL|ST|M|14876
CVR College of Engineering, Hyderabad|CIVIL|ST|F|16431
CVR College of Engineering, Hyderabad|CIVIL|EWS|M|12971
CVR College of Engineering, Hyderabad|CIVIL|EWS|F|16601
CVR College of Engineering, Hyderabad|DS|OC|M|12283
CVR College of Engineering, Hyderabad|DS|OC|F|4540
CVR College of Engineering, Hyderabad|DS|BC-A|M|9425
CVR College of Engineering, Hyderabad|DS|BC-A|F|7639
CVR College of Engineering, Hyderabad|DS|BC-B|M|13444
CVR College of Engineering, Hyderabad|DS|BC-B|F|12216
CVR College of Engineering, Hyderabad|DS|BC-C|M|9658
CVR College of Engineering, Hyderabad|DS|BC-C|F|4303
CVR College of Engineering, Hyderabad|DS|BC-D|M|9172
CVR College of Engineering, Hyderabad|DS|BC-D|F|5229
CVR College of Engineering, Hyderabad|DS|SC|M|7380
CVR College of Engineering, Hyderabad|DS|SC|F|8979
CVR College of Engineering, Hyderabad|DS|ST|M|9211
CVR College of Engineering, Hyderabad|DS|ST|F|4251
CVR College of Engineering, Hyderabad|DS|EWS|M|12377
CVR College of Engineering, Hyderabad|DS|EWS|F|11186
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|OC|M|7884
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|OC|F|7738
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|BC-A|M|6632
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|BC-A|F|7154
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|BC-B|M|7285
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|BC-B|F|7490
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|BC-C|M|4805
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|BC-C|F|9533
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|BC-D|M|6535
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|BC-D|F|3832
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|SC|M|9667
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|SC|F|7909
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|ST|M|10284
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|ST|F|2314
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|EWS|M|9555
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CSE|EWS|F|7844
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|OC|M|4831
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|OC|F|5634
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|BC-A|M|6850
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|BC-A|F|7905
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|BC-B|M|7621
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|BC-B|F|8479
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|BC-C|M|7392
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|BC-C|F|10492
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|BC-D|M|6442
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|BC-D|F|11779
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|SC|M|10016
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|SC|F|10321
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|ST|M|3817
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|ST|F|12240
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|EWS|M|6832
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|ECE|EWS|F|5557
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|OC|M|13343
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|OC|F|10467
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|BC-A|M|13998
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|BC-A|F|14264
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|BC-B|M|12811
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|BC-B|F|10585
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|BC-C|M|11750
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|BC-C|F|11183
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|BC-D|M|4638
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|BC-D|F|7043
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|SC|M|6069
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|SC|F|6772
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|ST|M|5803
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|ST|F|13840
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|EWS|M|6768
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|EEE|EWS|F|11648
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|OC|M|8899
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|OC|F|11423
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|BC-A|M|8008
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|BC-A|F|2603
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|BC-B|M|9993
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|BC-B|F|8218
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|BC-C|M|8503
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|BC-C|F|10412
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|BC-D|M|3570
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|BC-D|F|8420
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|SC|M|10478
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|SC|F|8386
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|ST|M|4435
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|ST|F|6869
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|EWS|M|11577
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|IT|EWS|F|11184
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|OC|M|7591
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|OC|F|8662
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|BC-A|M|9395
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|BC-A|F|10363
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|BC-B|M|12732
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|BC-B|F|13257
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|BC-C|M|10164
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|BC-C|F|11766
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|BC-D|M|8819
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|BC-D|F|8644
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|SC|M|14351
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|SC|F|8073
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|ST|M|16757
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|ST|F|13556
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|EWS|M|8199
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|MECH|EWS|F|8639
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|OC|M|9802
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|OC|F|8007
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|BC-A|M|8570
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|BC-A|F|13331
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|BC-B|M|17167
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|BC-B|F|12087
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|BC-C|M|11879
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|BC-C|F|13077
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|BC-D|M|9416
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|BC-D|F|14016
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|SC|M|13383
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|SC|F|11750
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|ST|M|12142
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|ST|F|8412
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|EWS|M|16644
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|CIVIL|EWS|F|13909
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|OC|M|9840
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|OC|F|5666
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|BC-A|M|9771
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|BC-A|F|10985
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|BC-B|M|6884
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|BC-B|F|12379
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|BC-C|M|6298
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|BC-C|F|9501
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|BC-D|M|6394
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|BC-D|F|4137
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|SC|M|8418
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|SC|F|3912
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|ST|M|8651
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|ST|F|7923
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|EWS|M|7539
Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad|DS|EWS|F|4893
MLR Institute of Technology, Hyderabad|CSE|OC|M|8733
MLR Institute of Technology, Hyderabad|CSE|OC|F|5491
MLR Institute of Technology, Hyderabad|CSE|BC-A|M|3124
MLR Institute of Technology, Hyderabad|CSE|BC-A|F|2121
MLR Institute of Technology, Hyderabad|CSE|BC-B|M|1557
MLR Institute of Technology, Hyderabad|CSE|BC-B|F|8690
MLR Institute of Technology, Hyderabad|CSE|BC-C|M|9894
MLR Institute of Technology, Hyderabad|CSE|BC-C|F|1679
MLR Institute of Technology, Hyderabad|CSE|BC-D|M|2685
MLR Institute of Technology, Hyderabad|CSE|BC-D|F|9729
MLR Institute of Technology, Hyderabad|CSE|SC|M|5683
MLR Institute of Technology, Hyderabad|CSE|SC|F|3508
MLR Institute of Technology, Hyderabad|CSE|ST|M|10525
MLR Institute of Technology, Hyderabad|CSE|ST|F|2519
MLR Institute of Technology, Hyderabad|CSE|EWS|M|8215
